repositorio,caminho_arquivo,nome_arquivo,keyword,timestamp,file_origem,linha,coluna,data_analise
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/funcao_soma.json,funcao_soma.json,alert,2026-03-25 21:57:26,funcao_soma.js,25,13,2026-04-01T08:13:07.897347
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/funcao_soma.json,funcao_soma.json,break,2026-03-25 21:57:53,funcao_soma.js,25,39,2026-04-01T08:13:07.897348
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/funcao_soma.json,funcao_soma.json,alert,2026-03-25 21:58:17,funcao_soma.js,27,13,2026-04-01T08:13:07.897349
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/funcao_soma.json,funcao_soma.json,alert,2026-03-25 21:59:44,funcao_soma.js,29,17,2026-04-01T08:13:07.897350
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/funcao_soma.json,funcao_soma.json,do,2026-03-25 22:02:44,funcao_soma.js,30,2,2026-04-01T08:13:07.897351
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,prompt,2026-03-26 19:38:04,revisao_vetor.js,1,13,2026-04-01T08:13:07.897369
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,prompt,2026-03-26 19:40:51,revisao_vetor.js,2,10,2026-04-01T08:13:07.897371
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,alert,2026-03-26 19:43:58,revisao_vetor.js,3,1,2026-04-01T08:13:07.897373
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,prompt,2026-03-26 19:54:14,revisao_vetor.js,2,22,2026-04-01T08:13:07.897375
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,for,2026-03-26 19:54:35,revisao_vetor.js,3,1,2026-04-01T08:13:07.897376
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,prompt,2026-03-26 19:56:36,revisao_vetor.js,4,25,2026-04-01T08:13:07.897377
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/revisao_vetor.json,revisao_vetor.json,for,2026-03-26 19:57:06,revisao_vetor.js,6,1,2026-04-01T08:13:07.897378
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,prompt,2026-03-13 19:37:34,vetor_tabuada.js,2,22,2026-04-01T08:13:07.897396
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,if,2026-03-13 19:43:12,vetor_tabuada.js,5,5,2026-04-01T08:13:07.897397
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,for,2026-03-13 19:49:32,vetor_tabuada.js,15,1,2026-04-01T08:13:07.897399
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,for,2026-03-13 20:03:20,vetor_tabuada.js,4,1,2026-04-01T08:13:07.897400
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,let,2026-03-13 20:03:20,vetor_tabuada.js,4,5,2026-04-01T08:13:07.897401
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,for,2026-03-13 20:04:26,vetor_tabuada.js,7,1,2026-04-01T08:13:07.897402
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/vetor_tabuada.json,vetor_tabuada.json,let,2026-03-13 20:04:26,vetor_tabuada.js,7,5,2026-04-01T08:13:07.897404
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-05 19:56:28,aprovacao.js,3,1,2026-04-01T08:13:07.897463
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,let,2026-03-05 19:59:05,aprovacao.js,4,5,2026-04-01T08:13:07.897465
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-05 20:04:32,aprovacao.js,2,22,2026-04-01T08:13:07.897466
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,let,2026-03-05 20:08:35,aprovacao.js,1,44,2026-04-01T08:13:07.897468
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-05 20:08:35,aprovacao.js,2,18,2026-04-01T08:13:07.897469
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,let,2026-03-05 20:09:16,aprovacao.js,1,1,2026-04-01T08:13:07.897471
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-05 20:09:16,aprovacao.js,1,24,2026-04-01T08:13:07.897472
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,let,2026-03-05 20:09:31,aprovacao.js,1,47,2026-04-01T08:13:07.897473
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-05 20:09:31,aprovacao.js,1,70,2026-04-01T08:13:07.897475
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,let,2026-03-05 20:09:46,aprovacao.js,2,1,2026-04-01T08:13:07.897477
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-05 20:09:46,aprovacao.js,2,24,2026-04-01T08:13:07.897478
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 20:12:33,aprovacao.js,4,1,2026-04-01T08:13:07.897479
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-05 20:12:47,aprovacao.js,5,1,2026-04-01T08:13:07.897480
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 20:16:42,aprovacao.js,6,5,2026-04-01T08:13:07.897482
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-05 20:19:03,aprovacao.js,7,7,2026-04-01T08:13:07.897483
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 20:35:52,aprovacao.js,9,1,2026-04-01T08:13:07.897484
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 20:39:22,aprovacao.js,11,1,2026-04-01T08:13:07.897485
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-05 21:28:04,aprovacao.js,12,1,2026-04-01T08:13:07.897487
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 21:28:31,aprovacao.js,13,5,2026-04-01T08:13:07.897488
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 21:29:24,aprovacao.js,15,2,2026-04-01T08:13:07.897489
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,else,2026-03-05 21:30:33,aprovacao.js,17,2,2026-04-01T08:13:07.897490
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-05 21:30:50,aprovacao.js,18,5,2026-04-01T08:13:07.897491
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-05 22:30:45,aprovacao.js,22,2,2026-04-01T08:13:07.897493
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 19:46:26,aprovacao.js,20,23,2026-04-01T08:13:07.897494
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,do,2026-03-06 19:57:49,aprovacao.js,19,2,2026-04-01T08:13:07.897495
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:02:05,aprovacao.js,8,2,2026-04-01T08:13:07.897496
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:05:33,aprovacao.js,8,6,2026-04-01T08:13:07.897498
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:09:58,aprovacao.js,11,2,2026-04-01T08:13:07.897500
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:12:21,aprovacao.js,11,4,2026-04-01T08:13:07.897501
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:18:20,aprovacao.js,15,2,2026-04-01T08:13:07.897502
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 20:23:02,aprovacao.js,11,5,2026-04-01T08:13:07.897503
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 20:29:02,aprovacao.js,21,23,2026-04-01T08:13:07.897505
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,do,2026-03-06 21:18:22,aprovacao.js,1,1,2026-04-01T08:13:07.897506
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:18:22,aprovacao.js,2,5,2026-04-01T08:13:07.897507
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:18:22,aprovacao.js,2,5,2026-04-01T08:13:07.897509
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 21:18:22,aprovacao.js,3,27,2026-04-01T08:13:07.897510
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:18:22,aprovacao.js,2,5,2026-04-01T08:13:07.897511
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 21:18:22,aprovacao.js,3,27,2026-04-01T08:13:07.897513
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:18:22,aprovacao.js,2,5,2026-04-01T08:13:07.897514
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897515
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-06 21:18:22,aprovacao.js,7,1,2026-04-01T08:13:07.897516
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897517
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,else,2026-03-06 21:18:22,aprovacao.js,11,1,2026-04-01T08:13:07.897518
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-06 21:18:22,aprovacao.js,7,1,2026-04-01T08:13:07.897519
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897521
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 21:18:22,aprovacao.js,3,27,2026-04-01T08:13:07.897523
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,if,2026-03-06 21:18:22,aprovacao.js,7,1,2026-04-01T08:13:07.897524
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897526
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,else,2026-03-06 21:18:22,aprovacao.js,11,1,2026-04-01T08:13:07.897527
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897529
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,else,2026-03-06 21:18:22,aprovacao.js,11,1,2026-04-01T08:13:07.897530
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897531
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,while,2026-03-06 21:18:22,aprovacao.js,29,2,2026-04-01T08:13:07.897532
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,alert,2026-03-06 21:18:22,aprovacao.js,6,3,2026-04-01T08:13:07.897533
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:33:16,aprovacao.js,1,1,2026-04-01T08:13:07.897535
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:33:20,aprovacao.js,2,1,2026-04-01T08:13:07.897536
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,prompt,2026-03-06 21:33:20,aprovacao.js,2,23,2026-04-01T08:13:07.897537
Raqueli-S,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Raqueli-S/aprovacao.json,aprovacao.json,var,2026-03-06 21:33:21,aprovacao.js,3,1,2026-04-01T08:13:07.897538
